34,Denmark,1,0,0,1,1972
35,Mexico,0,1,0,1,1972
36,Lebanon,0,1,0,1,1972
37,Pakistan,0,1,0,1,1972
38,Tunisia,0,1,0,1,1972
39,Argentina,0,1,0,1,1972
40,Turkey,0,1,0,1,1972
41,Mongolia,0,1,0,1,1972
42,South Korea,0,1,0,1,1972
43,Spain,0,0,1,1,1972
44,Niger,0,0,1,1,1972
45,Ghana,0,0,1,1,1972
46,Nigeria,0,0,1,1,1972
47,India,0,0,1,1,1972
48,Jamaica,0,0,1,1,1972
1,United States,45,28,34,107,1968
2,Soviet Union,29,32,30,91,1968
3,Hungary,10,10,12,32,1968
4,West Germany,5,11,10,26,1968
5,Japan,11,7,7,25,1968
6,East Germany,9,9,7,25,1968
7,Poland,5,2,11,18,1968
8,Australia,5,7,5,17,1968
9,Italy,3,4,9,16,1968
10,France,7,3,5,15,1968
11,Romania,4,6,5,15,1968
12,Czechoslovakia,7,2,4,13,1968
13,Great Britain,5,5,3,13,1968
14,Kenya,3,4,2,9,1968
15,Mexico,3,3,3,9,1968
16,Bulgaria,2,4,3,9,1968
17,Yugoslavia,3,3,2,8,1968
18,Denmark,1,4,3,8,1968
19,Netherlands,3,3,1,7,1968
20,Iran,2,1,2,5,1968
21,Canada,1,3,1,5,1968
22,Switzerland,0,1,4,5,1968
23,Sweden,2,1,1,4,1968
24,Finland,1,2,1,4,1968
25,Cuba,0,4,0,4,1968
26,Austria,0,2,2,4,1968
27,Mongolia,0,1,3,4,1968
28,New Zealand,1,0,2,3,1968
29,Brazil,0,1,2,3,1968
30,Turkey,2,0,0,2,1968
31,Norway,1,1,0,2,1968
32,Ethiopia,1,1,0,2,1968
33,Tunisia,1,0,1,2,1968
34,Uganda,0,1,1,2,1968
35,South Korea,0,1,1,2,1968
36,Belgium,0,1,1,2,1968
37,Argentina,0,0,2,2,1968
38,Venezuela,1,0,0,1,1968
39,Pakistan,1,0,0,1,1968
40,Cameroon,0,1,0,1,1968
41,Jamaica,0,1,0,1,1968
42,India,0,0,1,1,1968
43,Chinese Taipei,0,0,1,1,1968
44,Greece,0,0,1,1,1968
1,Soviet Union,30,31,35,96,1964
2,United States,36,26,28,90,1964
3,Germany,10,22,18,50,1964
4,Japan,16,5,8,29,1964
5,Italy,10,10,7,27,1964
6,Poland,7,6,10,23,1964
7,Hungary,10,7,5,22,1964
8,Australia,6,2,10,18,1964
9,Great Britain,4,12,2,18,1964
10,France,1,8,6,15,1964
11,Czechoslovakia,5,6,3,14,1964
12,Romania,2,4,6,12,1964
13,Bulgaria,3,5,2,10,1964
14,Netherlands,2,4,4,10,1964
15,Sweden,2,2,4,8,1964
16,Turkey,2,3,1,6,1964
17,Denmark,2,1,3,6,1964
18,Finland,3,0,2,5,1964
19,New Zealand,3,0,2,5,1964
20,Yugoslavia,2,1,2,5,1964
21,Canada,1,2,1,4,1964
22,Switzerland,1,2,1,4,1964
23,Belgium,2,0,1,3,1964
24,South Korea,0,2,1,3,1964
25,Trinidad and Tobago,0,1,2,3,1964
26,Tunisia,0,1,1,2,1964
27,Iran,0,0,2,2,1964
28,Bahamas,1,0,0,1,1964
29,India,1,0,0,1,1964
30,Ethiopia,1,0,0,1,1964
31,Cuba,0,1,0,1,1964
32,Argentina,0,1,0,1,1964
33,Philippines,0,1,0,1,1964
34,Pakistan,0,1,0,1,1964
35,Mexico,0,0,1,1,1964
36,Uruguay,0,0,1,1,1964
37,Ireland,0,0,1,1,1964
38,Ghana,0,0,1,1,1964
39,Nigeria,0,0,1,1,1964
40,Brazil,0,0,1,1,1964
41,Kenya,0,0,1,1,1964
1,Soviet Union,43,29,31,103,1960
2,United States,34,21,16,71,1960
3,Germany,12,19,11,42,1960
4,Italy,13,10,13,36,1960
5,Australia,8,8,6,22,1960
6,Hungary,6,8,7,21,1960
7,Poland,4,6,11,21,1960
8,Great Britain,2,6,12,20,1960
9,Japan,4,7,7,18,1960
10,Romania,3,1,6,10,1960
11,Turkey,7,2,0,9,1960
12,Czechoslovakia,3,2,3,8,1960
13,Bulgaria,1,3,3,7,1960
14,Denmark,2,3,1,6,1960
15,Sweden,1,2,3,6,1960
16,Switzerland,0,3,3,6,1960
17,Finland,1,1,3,5,1960
18,France,0,2,3,5,1960
19,Belgium,0,2,2,4,1960
20,Iran,0,1,3,4,1960
21,New Zealand,2,0,1,3,1960
22,Netherlands,0,1,2,3,1960
23,South Africa,0,1,2,3,1960
24,Yugoslavia,1,1,0,2,1960
25,Austria,1,1,0,2,1960
26,Pakistan,1,0,1,2,1960
27,United Arab Republic,0,1,1,2,1960
28,Argentina,0,1,1,2,1960
29,Brazil,0,0,2,2,1960
30,West Indies Federation,0,0,2,2,1960
31,Norway,1,0,0,1,1960
32,Greece,1,0,0,1,1960
33,Ethiopia,1,0,0,1,1960
34,Singapore,0,1,0,1,1960
35,India,0,1,0,1,1960
36,Morocco,0,1,0,1,1960
37,Chinese Taipei,0,1,0,1,1960
38,Canada,0,1,0,1,1960
39,Portugal,0,1,0,1,1960
40,Ghana,0,1,0,1,1960
41,Iraq,0,0,1,1,1960
42,Spain,0,0,1,1,1960
43,Venezuela,0,0,1,1,1960
44,Mexico,0,0,1,1,1960
1,Soviet Union,37,29,32,98,1956
2,United States,32,25,17,74,1956
3,Australia,13,8,14,35,1956
4,Hungary,9,10,7,26,1956
5,Italy,8,6,8,22,1956
6,Great Britain,5,7,9,21,1956
7,Germany,4,10,6,20,1956
8,Japan,4,10,5,19,1956
9,Sweden,5,5,6,16,1956
10,Finland,3,1,11,15,1956
11,France,4,4,6,14,1956
12,Romania,5,3,5,13,1956
13,Poland,1,4,4,9,1956
14,Turkey,3,2,2,7,1956
15,Czechoslovakia,1,4,1,6,1956
16,Iran,2,2,1,5,1956
17,Canada,2,1,2,5,1956
18,Bulgaria,1,3,1,5,1956
19,Ireland,1,1,3,5,1956
20,Chile,0,2,2,4,1956
21,South Africa,0,0,4,4,1956
22,Denmark,1,1,1,3,1956
23,Norway,1,0,2,3,1956
24,Yugoslavia,0,3,0,3,1956
25,New Zealand,2,0,0,2,1956
26,Mexico,1,0,1,2,1956
27,Belgium,0,2,0,2,1956
28,Argentina,0,1,1,2,1956
29,South Korea,0,1,1,2,1956
30,Austria,0,0,2,2,1956
31,India,1,0,0,1,1956
32,Brazil,1,0,0,1,1956
33,Pakistan,0,1,0,1,1956
34,Iceland,0,1,0,1,1956
35,Bahamas,0,0,1,1,1956
36,Uruguay,0,0,1,1,1956
37,Greece,0,0,1,1,1956
1,United States,40,19,17,76,1952
2,Soviet Union,22,30,19,71,1952
3,Hungary,16,10,16,42,1952
4,Sweden,12,13,10,35,1952
5,Germany,0,7,17,24,1952
6,Finland,6,3,13,22,1952
7,Italy,8,9,4,21,1952
8,France,6,6,6,18,1952
9,Switzerland,2,6,6,14,1952
10,Czechoslovakia,7,3,3,13,1952
11,Australia,6,2,3,11,1952
12,Great Britain,1,2,8,11,1952
13,South Africa,2,4,4,10,1952
14,Japan,1,6,2,9,1952
15,Iran,0,3,4,7,1952
16,Denmark,2,1,3,6,1952
17,Norway,3,2,0,5,1952
18,Jamaica,2,3,0,5,1952
19,Argentina,1,2,2,5,1952
20,Netherlands,0,5,0,5,1952
21,Belgium,2,2,0,4,1952
22,Poland,1,2,1,4,1952
23,Romania,1,1,2,4,1952
24,Turkey,2,0,1,3,1952
25,Canada,1,2,0,3,1952
26,Yugoslavia,1,2,0,3,1952
27,Brazil,1,0,2,3,1952
28,New Zealand,1,0,2,3,1952
29,India,1,0,1,2,1952
30,Chile,0,2,0,2,1952
31,Austria,0,1,1,2,1952
32,Lebanon,0,1,1,2,1952
33,South Korea,0,0,2,2,1952
34,Trinidad and Tobago,0,0,2,2,1952
35,Uruguay,0,0,2,2,1952
36,Luxembourg,1,0,0,1,1952
37,Ireland,0,1,0,1,1952
38,Spain,0,1,0,1,1952
39,Mexico,0,1,0,1,1952
40,Portugal,0,0,1,1,1952
41,Bulgaria,0,0,1,1,1952
42,Venezuela,0,0,1,1,1952
43,Egypt,0,0,1,1,1952
1,United States,38,27,19,84,1948
2,Sweden,17,11,18,46,1948
3,France,11,6,15,32,1948
4,Italy,9,12,10,31,1948
5,Hungary,10,5,13,28,1948
6,Great Britain,4,16,7,27,1948
7,Finland,10,8,6,24,1948
8,Switzerland,5,12,6,23,1948
9,Denmark,5,8,9,22,1948
10,Netherlands,5,2,9,16,1948
11,Australia,2,6,5,13,1948
12,Turkey,6,4,2,12,1948
13,Czechoslovakia,6,2,3,11,1948
14,Austria,2,2,4,8,1948
15,Argentina,3,3,1,7,1948
16,Belgium,2,2,3,7,1948
17,Norway,1,3,3,7,1948
18,South Africa,2,2,2,6,1948
19,Egypt,2,2,1,5,1948
20,Mexico,2,1,2,5,1948
21,Canada,0,2,2,4,1948
22,Jamaica,1,2,0,3,1948
23,Poland,1,0,1,2,1948
24,Yugoslavia,0,2,0,2,1948
25,Portugal,0,1,1,2,1948
26,Uruguay,0,1,1,2,1948
27,South Korea,0,0,2,2,1948
28,Panama,0,0,2,2,1948
29,India,1,0,0,1,1948
30,Peru,1,0,0,1,1948
31,Cuba,0,1,0,1,1948
32,Trinidad and Tobago,0,1,0,1,1948
33,Sri Lanka,0,1,0,1,1948
34,Spain,0,1,0,1,1948
35,Puerto Rico,0,0,1,1,1948
36,Iran,0,0,1,1,1948
37,Brazil,0,0,1,1,1948
38,Ireland,0,0,1,1,1948
1,Germany,38,31,32,101,1944
2,United States,24,21,12,57,1944
3,Italy,9,13,5,27,1944
4,Sweden,6,5,10,21,1944
5,Finland,8,6,6,20,1944
6,Japan,6,4,10,20,1944
7,France,7,6,6,19,1944
8,Switzerland,4,9,5,18,1944
9,Netherlands,6,4,7,17,1944
10,Austria,5,7,5,17,1944
11,Hungary,10,1,5,16,1944
12,Great Britain,4,7,3,14,1944
13,Czechoslovakia,3,5,1,9,1944
14,Canada,1,3,5,9,1944
15,Poland,0,4,5,9,1944
16,Argentina,2,2,3,7,1944
17,Estonia,2,2,3,7,1944
18,Norway,1,3,2,6,1944
19,Egypt,2,1,2,5,1944
20,Denmark,0,2,3,5,1944
21,Mexico,0,0,3,3,1944
22,Belgium,0,0,3,3,1944
23,Turkey,1,0,1,2,1944
24,Latvia,0,1,1,2,1944
25,India,1,0,0,1,1944
26,New Zealand,1,0,0,1,1944
27,South Africa,0,1,0,1,1944
28,Romania,0,1,0,1,1944
29,Yugoslavia,0,1,0,1,1944
30,Philippines,0,0,1,1,1944
31,Australia,0,0,1,1,1944
32,Portugal,0,0,1,1,1944
1,United States,44,36,30,110,1940
2,Italy,12,12,12,36,1940
3,Finland,5,8,12,25,1940
4,Sweden,10,5,9,24,1940
5,Germany,5,12,7,24,1940
6,France,11,5,4,20,1940
7,Japan,7,7,4,18,1940
8,Great Britain,5,7,5,17,1940
9,Hungary,6,5,5,16,1940
10,Canada,2,5,9,16,1940
11,Poland,3,2,4,9,1940
12,Netherlands,2,5,1,8,1940
13,Denmark,0,5,3,8,1940
14,Czechoslovakia,1,3,2,6,1940
15,Australia,3,1,1,5,1940
16,South Africa,2,0,3,5,1940
17,Austria,1,1,3,5,1940
18,Argentina,3,1,0,4,1940
19,Philippines,0,0,3,3,1940
20,Ireland,2,0,0,2,1940
21,Mexico,0,2,0,2,1940
22,India,1,0,0,1,1940
23,Latvia,0,1,0,1,1940
24,New Zealand,0,1,0,1,1940
25,Switzerland,0,1,0,1,1940
26,Spain,0,0,1,1,1940
27,Uruguay,0,0,1,1,1940
28,Belgium,0,0,1,1,1940
1,United States,22,18,16,56,1936
2,Germany,11,9,19,39,1936
3,Finland,8,8,9,25,1936
4,France,7,12,6,25,1936
5,Sweden,7,6,12,25,1936
6,Netherlands,8,10,5,23,1936
7,Great Britain,4,11,7,22,1936
8,Italy,7,6,7,20,1936
9,Switzerland,7,6,4,17,1936
10,Canada,4,4,7,15,1936
11,Hungary,5,5,0,10,1936
12,Denmark,3,2,4,9,1936
13,Czechoslovakia,2,5,2,9,1936
14,Argentina,3,3,1,7,1936
15,Poland,2,1,4,7,1936
16,Japan,2,2,1,5,1936
17,Estonia,2,1,2,5,1936
18,Yugoslavia,1,1,3,5,1936
19,Austria,3,0,1,4,1936
20,Egypt,2,1,1,4,1936
21,Australia,1,2,1,4,1936
22,Norway,1,2,1,4,1936
23,South Africa,1,0,2,3,1936
24,Belgium,0,1,2,3,1936
25,New Zealand,1,0,0,1,1936
26,Uruguay,1,0,0,1,1936
27,India,1,0,0,1,1936
28,Ireland,1,0,0,1,1936
29,Spain,1,0,0,1,1936
30,Luxembourg,1,0,0,1,1936
31,Chile,0,1,0,1,1936
32,Haiti,0,1,0,1,1936
33,Philippines,0,0,1,1,1936
34,Portugal,0,0,1,1,1936
1,United States,45,27,27,99,1932
2,France,14,15,12,41,1932
3,Finland,14,13,10,37,1932
4,Great Britain,9,14,12,35,1932
5,Sweden,4,13,12,29,1932
6,Switzerland,7,8,10,25,1932
7,Italy,8,3,5,16,1932
8,Belgium,3,7,3,13,1932
9,Netherlands,4,1,6,11,1932
10,Denmark,2,6,3,11,1932
11,Norway,5,2,3,10,1932
12,Hungary,2,4,4,10,1932
13,Czechoslovakia,1,4,5,10,1932
14,Australia,3,1,2,6,1932
15,Argentina,1,3,2,6,1932
16,Estonia,1,1,4,6,1932
17,Canada,0,3,1,4,1932
18,Austria,0,3,1,4,1932
19,South Africa,1,1,1,3,1932
20,Yugoslavia,2,0,0,2,1932
21,Luxembourg,1,1,0,2,1932
22,Poland,0,1,1,2,1932
23,Ireland,0,1,1,2,1932
24,Uruguay,1,0,0,1,1932
25,Greece,1,0,0,1,1932
26,Romania,0,0,1,1,1932
27,New Zealand,0,0,1,1,1932
28,Haiti,0,0,1,1,1932
29,Portugal,0,0,1,1,1932
30,Japan,0,0,1,1,1932
31,Monaco,0,0,1,1,1932
1,United States,41,27,27,95,1928
2,Sweden,19,20,25,64,1928
3,Great Britain,14,16,13,43,1928
4,Belgium,16,12,14,42,1928
5,France,9,20,13,42,1928
6,Finland,15,10,9,34,1928
7,Norway,13,10,9,32,1928
8,Italy,14,6,5,25,1928
9,Denmark,3,9,1,13,1928
10,Netherlands,4,2,5,11,1928
11,Switzerland,2,2,7,11,1928
12,South Africa,3,4,3,10,1928
13,Canada,3,3,3,9,1928
14,Estonia,1,2,0,3,1928
15,Brazil,1,1,1,3,1928
16,Australia,0,2,1,3,1928
17,Spain,0,2,0,2,1928
18,Japan,0,2,0,2,1928
19,Czechoslovakia,0,0,2,2,1928
20,Luxembourg,0,1,0,1,1928
21,Greece,0,1,0,1,1928
22,New Zealand,0,0,1,1,1928
1,Sweden,24,24,17,65,1924
2,United States,26,19,19,64,1924
3,Great Britain,10,15,16,41,1924
4,Finland,9,8,9,26,1924
5,Germany,6,13,7,26,1924
6,France,7,5,3,15,1924
7,Denmark,1,6,5,12,1924
8,Norway,4,1,5,10,1924
9,Italy,5,1,2,8,1924
10,Canada,3,2,3,8,1924
11,Hungary,3,2,3,8,1924
12,Australasia,2,2,3,7,1924
13,South Africa,4,2,0,6,1924
14,Belgium,2,1,3,6,1924
15,Russia,0,2,3,5,1924
16,Austria,0,2,2,4,1924
17,Netherlands,0,0,3,3,1924
18,Greece,1,0,1,2,1924
19,Switzerland,1,0,0,1,1924
1,Great Britain,56,51,39,146,1920
2,United States,23,12,12,47,1920
3,Sweden,8,6,11,25,1920
4,France,5,5,9,19,1920
5,Canada,3,3,10,16,1920
6,Germany,3,5,5,13,1920
7,Hungary,3,4,2,9,1920
8,Norway,2,3,3,8,1920
9,Belgium,1,5,2,8,1920
10,Australasia,1,2,2,5,1920
11,Finland,1,1,3,5,1920
12,Denmark,0,2,3,5,1920
13,Italy,2,2,0,4,1920
14,Greece,0,3,1,4,1920
15,Russia,1,2,0,3,1920
16,South Africa,1,1,0,2,1920
17,Netherlands,0,0,2,2,1920
18,Bohemia,0,0,2,2,1920
19,Austria,0,0,1,1,1920
1,France,15,9,16,40,1916
2,Greece,8,13,13,34,1916
3,United States,12,6,6,24,1916
4,Great Britain,8,11,5,24,1916
5,Italy,7,6,3,16,1916
6,Germany,4,6,5,15,1916
7,Sweden,2,5,7,14,1916
8,Hungary,2,5,3,10,1916
9,Austria,3,3,3,9,1916
10,Switzerland,4,3,1,8,1916
11,Denmark,3,2,1,6,1916
12,Belgium,2,1,3,6,1916
13,Finland,2,1,1,4,1916
14,Netherlands,0,1,2,3,1916
15,Australia,0,0,3,3,1916
16,Canada,1,1,0,2,1916
17,Norway,1,1,0,2,1916
18,Mixed team,0,2,0,2,1916
19,Bohemia,0,0,2,2,1916
1,United States,76,78,77,231,1912
2,Germany,4,5,6,15,1912
3,Canada,4,1,1,6,1912
4,Hungary,2,1,1,4,1912
5,Mixed team,2,1,1,4,1912
6,Australia,0,3,1,4,1912
7,Cuba,3,0,0,3,1912
8,Austria,1,1,1,3,1912
9,Switzerland,1,0,2,3,1912
10,Norway,2,0,0,2,1912
11,Great Britain,1,1,0,2,1912
12,Greece,1,0,1,2,1912
13,France,0,1,0,1,1912
1,France,27,37,37,101,1908
2,United States,19,14,15,48,1908
3,Great Britain,15,8,9,32,1908
4,Mixed team,8,6,6,20,1908
5,Belgium,6,7,4,17,1908
6,Switzerland,6,2,1,9,1908
7,Germany,4,3,2,9,1908
8,Denmark,1,3,2,6,1908
9,Austria,0,3,3,6,1908
10,Italy,3,2,0,5,1908
11,Australia,2,0,3,5,1908
12,Hungary,1,2,2,5,1908
13,Netherlands,0,2,3,5,1908
14,Norway,0,2,3,5,1908
15,Cuba,1,1,0,2,1908
16,Canada,1,0,1,2,1908
17,India,0,2,0,2,1908
18,Bohemia,0,1,1,2,1908
19,Spain,1,0,0,1,1908
20,Luxembourg,1,0,0,1,1908
21,Sweden,0,0,1,1,1908
1,Greece,10,18,19,47,1904
2,United States,11,7,2,20,1904
3,Germany,6,5,2,13,1904
4,France,5,4,2,11,1904
5,Great Britain,2,3,2,7,1904
6,Hungary,2,1,3,6,1904
7,Denmark,1,2,3,6,1904
8,Austria,2,1,2,5,1904
9,Switzerland,1,2,0,3,1904
10,Australia,2,0,0,2,1904
11,Mixed team,1,0,1,2,1904
